hex_id,h3_resolution,source_h3_resolution,source_child_hex_count,acceptance_low,acceptance_medium,acceptance_high
891f2a66097ffff,9,10,7,0.5159,0.6946,0.8971
891f2a6609bffff,9,10,7,0.4969,0.6711,0.8713
891f2a660a3ffff,9,10,7,0.4993,0.6804,0.8797
891f2a660a7ffff,9,10,7,0.4954,0.675,0.8639
891f2a660abffff,9,10,7,0.4933,0.6669,0.8547
891f2a660afffff,9,10,7,0.4631,0.6423,0.8484
891f2a660b3ffff,9,10,7,0.4257,0.6201,0.8147
891f2a660b7ffff,9,10,7,0.4744,0.6643,0.8606
891f2a660bbffff,9,10,7,0.4996,0.6836,0.8896
891f2a660c3ffff,9,10,7,0.4011,0.5844,0.7796
891f2a660c7ffff,9,10,7,0.4984,0.6691,0.8601
891f2a660cbffff,9,10,7,0.5111,0.6899,0.888
891f2a660cfffff,9,10,7,0.4276,0.6071,0.8063
891f2a660d3ffff,9,10,7,0.37,0.5443,0.7434
891f2a660d7ffff,9,10,7,0.4879,0.6626,0.8601
891f2a660dbffff,9,10,7,0.3643,0.5477,0.7454
891f2a66103ffff,9,10,7,0.4973,0.6724,0.863
891f2a66107ffff,9,10,7,0.4439,0.6289,0.8223
891f2a6610bffff,9,10,7,0.4046,0.5803,0.7727
891f2a6610fffff,9,10,7,0.4421,0.6197,0.8091
891f2a66113ffff,9,10,7,0.4576,0.6507,0.8343
891f2a66117ffff,9,10,7,0.3746,0.5553,0.7591
891f2a6611bffff,9,10,7,0.4684,0.6536,0.8361
891f2a66123ffff,9,10,7,0.461,0.6563,0.8636
891f2a66127ffff,9,10,7,0.5191,0.7019,0.9019
891f2a6612bffff,9,10,7,0.4866,0.6823,0.8776
891f2a6612fffff,9,10,7,0.4583,0.6344,0.8269
891f2a66133ffff,9,10,7,0.4676,0.6484,0.8459
891f2a66137ffff,9,10,7,0.4327,0.6161,0.8093
891f2a6613bffff,9,10,7,0.4844,0.6556,0.8493
891f2a66143ffff,9,10,7,0.424,0.6036,0.8034
891f2a66147ffff,9,10,7,0.4193,0.6046,0.8051
891f2a6614bffff,9,10,7,0.364,0.543,0.7531
891f2a6614fffff,9,10,7,0.426,0.6034,0.8024
891f2a66153ffff,9,10,7,0.5047,0.6849,0.8654
891f2a66157ffff,9,10,7,0.3864,0.5623,0.7533
891f2a6615bffff,9,10,7,0.4813,0.6564,0.8536
891f2a66163ffff,9,10,7,0.4494,0.6201,0.8181
891f2a66167ffff,9,10,7,0.4534,0.6461,0.8414
891f2a6616bffff,9,10,7,0.3199,0.4987,0.7097
891f2a6616fffff,9,10,7,0.3501,0.5356,0.739
891f2a66173ffff,9,10,7,0.5474,0.7156,0.903
891f2a66177ffff,9,10,7,0.4773,0.6631,0.8424
891f2a6617bffff,9,10,7,0.3453,0.535,0.7371
891f2a66183ffff,9,10,7,0.4084,0.581,0.7787
891f2a66187ffff,9,10,7,0.3774,0.564,0.7727
891f2a6618bffff,9,10,7,0.4767,0.6673,0.8594
891f2a6618fffff,9,10,7,0.4733,0.649,0.8524
891f2a66193ffff,9,10,7,0.3289,0.5169,0.7179
891f2a66197ffff,9,10,6,0.2755,0.4612,0.661
891f2a6619bffff,9,10,7,0.4121,0.5926,0.7933
891f2a661a3ffff,9,10,7,0.4003,0.5803,0.7736
891f2a661a7ffff,9,10,2,0.3785,0.5375,0.7455
891f2a661abffff,9,10,7,0.4696,0.656,0.8451
891f2a661afffff,9,10,7,0.4181,0.6019,0.8006
891f2a661b3ffff,9,10,7,0.4161,0.5964,0.7951
891f2a661bbffff,9,10,7,0.4251,0.6014,0.8031
891f2a661c3ffff,9,10,7,0.4801,0.6601,0.8691
891f2a661c7ffff,9,10,7,0.5323,0.7166,0.9084
891f2a661cbffff,9,10,7,0.4403,0.614,0.8121
891f2a661cfffff,9,10,7,0.4896,0.6581,0.8327
891f2a661d3ffff,9,10,7,0.5163,0.7007,0.8876
891f2a661d7ffff,9,10,7,0.4217,0.6039,0.8117
891f2a661dbffff,9,10,7,0.5239,0.697,0.9023
891f2a66203ffff,9,10,7,0.5493,0.7326,0.915
891f2a66207ffff,9,10,7,0.4109,0.5957,0.7977
891f2a6620bffff,9,10,7,0.4641,0.6369,0.8406
891f2a6620fffff,9,10,7,0.4529,0.6337,0.8353
891f2a66213ffff,9,10,7,0.5047,0.6829,0.8766
891f2a66217ffff,9,10,7,0.4497,0.6359,0.8371
891f2a6621bffff,9,10,7,0.5564,0.7293,0.9219
891f2a66223ffff,9,10,7,0.4574,0.6389,0.833
891f2a66227ffff,9,10,7,0.4904,0.6754,0.8564
891f2a6622bffff,9,10,7,0.3801,0.5611,0.768
891f2a6622fffff,9,10,7,0.4411,0.6186,0.8003
891f2a66233ffff,9,10,7,0.4304,0.6114,0.8281
891f2a66237ffff,9,10,7,0.5093,0.6986,0.879
891f2a6623bffff,9,10,7,0.3856,0.5684,0.7684
891f2a66243ffff,9,10,7,0.517,0.6934,0.8801
891f2a66247ffff,9,10,7,0.3706,0.5499,0.7549
891f2a6624bffff,9,10,7,0.3699,0.5469,0.7531
891f2a6624fffff,9,10,7,0.4413,0.6251,0.821
891f2a66253ffff,9,10,7,0.4764,0.6564,0.8424
891f2a66257ffff,9,10,7,0.4833,0.6594,0.8557
891f2a6625bffff,9,10,7,0.4093,0.5914,0.7959
891f2a66263ffff,9,10,7,0.4153,0.5963,0.7986
891f2a66267ffff,9,10,7,0.4594,0.6187,0.8227
891f2a6626bffff,9,10,7,0.368,0.539,0.74
891f2a6626fffff,9,10,7,0.3733,0.5587,0.7669
891f2a66273ffff,9,10,7,0.402,0.5829,0.7854
891f2a66277ffff,9,10,7,0.4314,0.619,0.8161
891f2a6627bffff,9,10,7,0.4356,0.6303,0.8297
891f2a66283ffff,9,10,7,0.3649,0.5514,0.7516
891f2a66287ffff,9,10,7,0.4726,0.6443,0.834
891f2a6628bffff,9,10,7,0.4431,0.6289,0.8293
891f2a6628fffff,9,10,7,0.4634,0.6421,0.8394
891f2a66293ffff,9,10,7,0.5127,0.6906,0.8737
891f2a66297ffff,9,10,7,0.5367,0.7109,0.9036
891f2a6629bffff,9,10,7,0.4673,0.6484,0.8431
891f2a662a3ffff,9,10,7,0.4223,0.6086,0.8156
891f2a662a7ffff,9,10,7,0.5004,0.6861,0.8761
891f2a662abffff,9,10,7,0.4394,0.617,0.8281
891f2a662afffff,9,10,7,0.5109,0.6789,0.8811
891f2a662b3ffff,9,10,7,0.3883,0.5711,0.7694
891f2a662b7ffff,9,10,7,0.4443,0.6214,0.8117
891f2a662bbffff,9,10,7,0.5031,0.684,0.8751
891f2a662c3ffff,9,10,7,0.4374,0.6199,0.8261
891f2a662c7ffff,9,10,7,0.4109,0.5937,0.7804
891f2a662cbffff,9,10,7,0.434,0.621,0.824
891f2a662cfffff,9,10,7,0.4916,0.6693,0.8776
891f2a662d3ffff,9,10,7,0.4921,0.6803,0.863
891f2a662d7ffff,9,10,7,0.4123,0.5889,0.7941
891f2a662dbffff,9,10,7,0.4183,0.5953,0.7877
891f2a66303ffff,9,10,7,0.4449,0.6219,0.8229
891f2a66307ffff,9,10,7,0.452,0.6329,0.8303
891f2a6630bffff,9,10,7,0.2223,0.4103,0.6029
891f2a6630fffff,9,10,7,0.3971,0.5824,0.7826
891f2a66313ffff,9,10,7,0.4746,0.655,0.8524
891f2a66317ffff,9,10,7,0.4764,0.6509,0.8297
891f2a6631bffff,9,10,7,0.4071,0.5907,0.7896
891f2a66323ffff,9,10,7,0.4987,0.6743,0.8723
891f2a66327ffff,9,10,7,0.4966,0.6647,0.8441
891f2a6632bffff,9,10,7,0.5506,0.7257,0.9211
891f2a6632fffff,9,10,7,0.4967,0.676,0.8746
891f2a66333ffff,9,10,7,0.4984,0.6887,0.8791
891f2a66337ffff,9,10,7,0.4766,0.6569,0.8571
891f2a6633bffff,9,10,7,0.4804,0.6459,0.858
891f2a66343ffff,9,10,7,0.4084,0.5731,0.7796
891f2a66347ffff,9,10,7,0.1491,0.3301,0.5239
891f2a6634bffff,9,10,7,0.2989,0.4723,0.6711
891f2a6634fffff,9,10,7,0.1667,0.3533,0.5574
891f2a66353ffff,9,10,7,0.4849,0.6559,0.8536
891f2a66357ffff,9,10,7,0.3043,0.4817,0.6809
891f2a6635bffff,9,10,7,0.3961,0.5604,0.7507
891f2a66363ffff,9,10,7,0.2586,0.4397,0.6383
891f2a66367ffff,9,10,7,0.4006,0.5639,0.7753
891f2a6636bffff,9,10,7,0.3094,0.4781,0.6786
891f2a6636fffff,9,10,7,0.2919,0.4641,0.6667
891f2a66373ffff,9,10,7,0.2561,0.4441,0.6433
891f2a66377ffff,9,10,7,0.4654,0.6504,0.8527
891f2a6637bffff,9,10,7,0.1644,0.3463,0.5486
891f2a66383ffff,9,10,7,0.4114,0.6,0.8003
891f2a66387ffff,9,10,7,0.5234,0.7026,0.9044
891f2a6638bffff,9,10,7,0.4384,0.6189,0.8164
891f2a6638fffff,9,10,7,0.5263,0.7091,0.8901
891f2a66393ffff,9,10,7,0.4497,0.6289,0.8183
891f2a66397ffff,9,10,7,0.416,0.6014,0.7916
891f2a6639bffff,9,10,7,0.3737,0.5503,0.7567
891f2a663a3ffff,9,10,7,0.4896,0.6736,0.8669
891f2a663a7ffff,9,10,7,0.3361,0.513,0.7147
891f2a663abffff,9,10,7,0.4226,0.6144,0.816
891f2a663afffff,9,10,7,0.4564,0.6291,0.8313
891f2a663b3ffff,9,10,7,0.3506,0.5391,0.7384
891f2a663b7ffff,9,10,7,0.3904,0.5663,0.7786
891f2a663bbffff,9,10,7,0.4294,0.6103,0.809
891f2a663c3ffff,9,10,7,0.463,0.6413,0.836
891f2a663c7ffff,9,10,7,0.398,0.5834,0.7846
891f2a663cbffff,9,10,7,0.4467,0.6254,0.825
891f2a663cfffff,9,10,7,0.3864,0.5739,0.7779
891f2a663d3ffff,9,10,7,0.5074,0.6819,0.892
891f2a663d7ffff,9,10,7,0.4921,0.6616,0.8513
891f2a663dbffff,9,10,7,0.4694,0.6559,0.8524
891f2a66403ffff,9,10,7,0.4119,0.5849,0.8004
891f2a66407ffff,9,10,7,0.4657,0.6349,0.841
891f2a6640bffff,9,10,7,0.4264,0.6089,0.8053
891f2a6640fffff,9,10,7,0.4437,0.6217,0.8211
891f2a66413ffff,9,10,7,0.3009,0.4787,0.6874
891f2a66417ffff,9,10,7,0.3591,0.5374,0.7304
891f2a6641bffff,9,10,7,0.4184,0.6051,0.8096
891f2a66423ffff,9,10,7,0.4907,0.6654,0.8511
891f2a66427ffff,9,10,7,0.4596,0.6451,0.8314
891f2a6642bffff,9,10,7,0.4471,0.6319,0.8329
891f2a6642fffff,9,10,7,0.5827,0.7506,0.9563
891f2a66433ffff,9,10,7,0.3936,0.5621,0.7627
891f2a66437ffff,9,10,7,0.41,0.5919,0.7937
891f2a6643bffff,9,10,7,0.475,0.648,0.847
891f2a66443ffff,9,10,7,0.4233,0.6046,0.8036
891f2a66447ffff,9,10,7,0.4477,0.6267,0.829
891f2a6644bffff,9,10,7,0.3979,0.5923,0.7866
891f2a6644fffff,9,10,7,0.489,0.6599,0.8479
891f2a66453ffff,9,10,7,0.4774,0.6583,0.8494
891f2a66457ffff,9,10,7,0.5283,0.7073,0.8946
891f2a6645bffff,9,10,7,0.4204,0.6054,0.8083
891f2a66463ffff,9,10,7,0.4424,0.6254,0.8287
891f2a66467ffff,9,10,7,0.4103,0.5961,0.7891
891f2a6646bffff,9,10,7,0.4151,0.5993,0.8051
891f2a6646fffff,9,10,7,0.4517,0.6266,0.8283
891f2a66473ffff,9,10,7,0.4963,0.6699,0.8767
891f2a66477ffff,9,10,7,0.5047,0.6936,0.9034
891f2a6647bffff,9,10,7,0.562,0.746,0.9309
891f2a66483ffff,9,10,7,0.489,0.665,0.8707
891f2a66487ffff,9,10,7,0.3466,0.5269,0.7366
891f2a6648bffff,9,10,7,0.4804,0.6591,0.858
891f2a6648fffff,9,10,7,0.2903,0.4749,0.6801
891f2a66493ffff,9,10,7,0.4834,0.6573,0.8407
891f2a66497ffff,9,10,7,0.3839,0.5624,0.758
891f2a6649bffff,9,10,7,0.4746,0.6423,0.8531
891f2a664a3ffff,9,10,7,0.5479,0.7157,0.8946
891f2a664a7ffff,9,10,7,0.4164,0.6023,0.7907
891f2a664abffff,9,10,7,0.4637,0.6534,0.842
891f2a664afffff,9,10,7,0.4714,0.6486,0.8434
891f2a664b3ffff,9,10,7,0.4736,0.6567,0.8527
891f2a664b7ffff,9,10,7,0.4424,0.6179,0.823
891f2a664bbffff,9,10,7,0.4136,0.5944,0.8054
891f2a664c3ffff,9,10,7,0.4377,0.6159,0.8169
891f2a664c7ffff,9,10,7,0.5467,0.7316,0.9169
891f2a664cbffff,9,10,7,0.5491,0.7266,0.9073
891f2a664cfffff,9,10,7,0.4304,0.6081,0.8046
891f2a664d3ffff,9,10,7,0.4904,0.6654,0.863
891f2a664d7ffff,9,10,7,0.5303,0.7121,0.9149
891f2a664dbffff,9,10,7,0.4653,0.6347,0.8344
891f2a66503ffff,9,10,7,0.19,0.3746,0.566
891f2a66507ffff,9,10,3,0.1493,0.346,0.548
891f2a6650bffff,9,10,7,0.3951,0.5844,0.7817
891f2a6650fffff,9,10,7,0.2187,0.3856,0.5801
891f2a66513ffff,9,10,7,0.3219,0.5041,0.7113
891f2a66517ffff,9,10,1,0.382,0.535,0.747
891f2a6651bffff,9,10,7,0.4374,0.6247,0.8147
891f2a6652bffff,9,10,6,0.247,0.429,0.63
891f2a6652fffff,9,10,2,0.3525,0.5245,0.724
891f2a6653bffff,9,10,3,0.2287,0.4157,0.6127
891f2a66543ffff,9,10,7,0.4409,0.6259,0.8333
891f2a66547ffff,9,10,7,0.4474,0.6229,0.8274
891f2a6654bffff,9,10,7,0.5056,0.6989,0.8876
891f2a6654fffff,9,10,7,0.4837,0.6613,0.8751
891f2a66553ffff,9,10,7,0.4586,0.6456,0.8586
891f2a66557ffff,9,10,7,0.4411,0.6203,0.8149
891f2a6655bffff,9,10,7,0.5089,0.6923,0.8971
891f2a66563ffff,9,10,7,0.3661,0.5517,0.7509
891f2a66567ffff,9,10,7,0.288,0.475,0.6786
891f2a6656bffff,9,10,7,0.4511,0.6231,0.8231
891f2a6656fffff,9,10,7,0.4689,0.6471,0.835
891f2a66573ffff,9,10,7,0.442,0.6241,0.8286
891f2a66577ffff,9,10,7,0.2541,0.4373,0.6434
891f2a6657bffff,9,10,7,0.3951,0.581,0.7927
891f2a6658bffff,9,10,7,0.2766,0.4594,0.6596
891f2a6658fffff,9,10,1,0.149,0.325,0.509
891f2a6659bffff,9,10,6,0.1888,0.3795,0.5675
891f2a665c3ffff,9,10,7,0.4453,0.6234,0.821
891f2a665c7ffff,9,10,7,0.3951,0.5694,0.766
891f2a665cbffff,9,10,7,0.5283,0.6987,0.8836
891f2a665cfffff,9,10,7,0.4733,0.6454,0.8423
891f2a665d3ffff,9,10,7,0.4229,0.6014,0.7981
891f2a665d7ffff,9,10,7,0.2587,0.443,0.644
891f2a665dbffff,9,10,7,0.4371,0.6174,0.8219
891f2a66603ffff,9,10,7,0.3787,0.5633,0.7587
891f2a66607ffff,9,10,7,0.446,0.6313,0.8233
891f2a6660bffff,9,10,7,0.4141,0.5886,0.7953
891f2a6660fffff,9,10,7,0.3806,0.5551,0.7563
891f2a66613ffff,9,10,7,0.3521,0.521,0.7414
891f2a66617ffff,9,10,7,0.338,0.5009,0.696
891f2a6661bffff,9,10,7,0.4367,0.6236,0.8099
891f2a66623ffff,9,10,7,0.4276,0.609,0.8076
891f2a66627ffff,9,10,7,0.4689,0.6513,0.8223
891f2a6662bffff,9,10,7,0.4196,0.5979,0.7861
891f2a6662fffff,9,10,7,0.419,0.6003,0.8079
891f2a66633ffff,9,10,7,0.3791,0.5743,0.7826
891f2a66637ffff,9,10,7,0.4839,0.6656,0.8744
891f2a6663bffff,9,10,7,0.3976,0.5686,0.7709
891f2a66643ffff,9,10,7,0.4251,0.6016,0.7933
891f2a66647ffff,9,10,7,0.345,0.5331,0.7406
891f2a6664bffff,9,10,7,0.4443,0.6311,0.813
891f2a6664fffff,9,10,7,0.4749,0.6479,0.8476
891f2a66653ffff,9,10,7,0.3834,0.5627,0.7659
891f2a66657ffff,9,10,7,0.4679,0.6514,0.8357
891f2a6665bffff,9,10,7,0.5114,0.6954,0.9014
891f2a66663ffff,9,10,7,0.4523,0.6401,0.8289
891f2a66667ffff,9,10,7,0.4017,0.5829,0.7907
891f2a6666bffff,9,10,7,0.4406,0.6244,0.8146
891f2a6666fffff,9,10,7,0.3179,0.5001,0.6956
891f2a66673ffff,9,10,7,0.4704,0.643,0.848
891f2a66677ffff,9,10,7,0.449,0.6229,0.8294
891f2a6667bffff,9,10,7,0.4746,0.6491,0.8609
891f2a66683ffff,9,10,7,0.4651,0.6451,0.853
891f2a66687ffff,9,10,7,0.439,0.6291,0.8273
891f2a6668bffff,9,10,7,0.483,0.669,0.8814
891f2a6668fffff,9,10,7,0.3463,0.5301,0.7279
891f2a66693ffff,9,10,7,0.3793,0.5599,0.772
891f2a66697ffff,9,10,7,0.4574,0.632,0.8297
891f2a6669bffff,9,10,7,0.4834,0.6633,0.8686
891f2a666a3ffff,9,10,7,0.2924,0.4677,0.6611
891f2a666a7ffff,9,10,7,0.451,0.6171,0.8037
891f2a666abffff,9,10,7,0.2089,0.3966,0.5987
891f2a666afffff,9,10,7,0.3816,0.5626,0.7601
891f2a666b3ffff,9,10,7,0.4199,0.5991,0.7934
891f2a666b7ffff,9,10,7,0.4371,0.6156,0.8221
891f2a666bbffff,9,10,7,0.2694,0.4534,0.6481
891f2a666c3ffff,9,10,7,0.4464,0.611,0.8223
891f2a666c7ffff,9,10,7,0.4476,0.6249,0.8226
891f2a666cbffff,9,10,7,0.3486,0.5204,0.7157
891f2a666cfffff,9,10,7,0.349,0.5337,0.7267
891f2a666d3ffff,9,10,7,0.4644,0.6347,0.8339
891f2a666d7ffff,9,10,7,0.4064,0.5864,0.7956
891f2a666dbffff,9,10,7,0.3741,0.5423,0.7449
891f2a66803ffff,9,10,7,0.1404,0.3233,0.5226
891f2a66807ffff,9,10,5,0.1646,0.342,0.538
891f2a6680bffff,9,10,7,0.3231,0.5039,0.6957
891f2a6680fffff,9,10,7,0.2807,0.4656,0.6576
891f2a66813ffff,9,10,6,0.1057,0.2765,0.483
891f2a6681bffff,9,10,7,0.165,0.3413,0.5431
891f2a66823ffff,9,10,6,0.0918,0.2612,0.4585
891f2a66827ffff,9,10,2,0.0015,0.176,0.3545
891f2a6682bffff,9,10,7,0.1403,0.3024,0.514
891f2a6682fffff,9,10,7,0.0841,0.2663,0.4631
891f2a66833ffff,9,10,2,0.107,0.2815,0.4765
891f2a6683bffff,9,10,7,0.11,0.301,0.5024
891f2a66843ffff,9,10,7,0.4493,0.6263,0.8283
891f2a66847ffff,9,10,7,0.3949,0.5771,0.773
891f2a6684bffff,9,10,7,0.3037,0.4891,0.6889
891f2a6684fffff,9,10,7,0.4383,0.6227,0.82
891f2a66853ffff,9,10,7,0.4347,0.6141,0.8091
891f2a66857ffff,9,10,7,0.365,0.5399,0.7399
891f2a6685bffff,9,10,7,0.479,0.652,0.8364
891f2a66863ffff,9,10,7,0.42,0.598,0.7979
891f2a66867ffff,9,10,7,0.3514,0.5456,0.7444
891f2a6686bffff,9,10,7,0.4997,0.6887,0.8864
891f2a6686fffff,9,10,7,0.4619,0.6394,0.8317
891f2a66873ffff,9,10,7,0.3494,0.5276,0.7257
891f2a66877ffff,9,10,7,0.2359,0.4134,0.6136
891f2a6687bffff,9,10,7,0.4597,0.651,0.837
891f2a6688bffff,9,10,2,0.089,0.2445,0.4405
891f2a668c3ffff,9,10,7,0.1844,0.3616,0.563
891f2a668c7ffff,9,10,7,0.0889,0.261,0.4599
891f2a668cbffff,9,10,7,0.3156,0.4981,0.6946
891f2a668cfffff,9,10,7,0.2959,0.471,0.6759
891f2a668d3ffff,9,10,7,0.2254,0.4074,0.5987
891f2a668d7ffff,9,10,7,0.0666,0.2233,0.424
891f2a668dbffff,9,10,7,0.3959,0.5697,0.7673
891f2a66943ffff,9,10,3,0.0953,0.2223,0.4163
891f2a6694bffff,9,10,7,0.1294,0.3079,0.5026
891f2a6694fffff,9,10,3,0.025,0.1973,0.407
891f2a6695bffff,9,10,6,0.078,0.2683,0.4567
891f2a66963ffff,9,10,3,0.0417,0.2057,0.4187
891f2a66967ffff,9,10,2,0.082,0.273,0.4665
891f2a6696bffff,9,10,7,0.0563,0.2039,0.4117
891f2a6696fffff,9,10,7,0.0486,0.192,0.3896
891f2a6697bffff,9,10,2,0.079,0.259,0.4585
891f2a66a03ffff,9,10,7,0.4547,0.6354,0.8489
891f2a66a07ffff,9,10,7,0.3989,0.5854,0.7784
891f2a66a0bffff,9,10,7,0.4471,0.6299,0.8216
891f2a66a0fffff,9,10,7,0.4597,0.6396,0.8391
891f2a66a13ffff,9,10,7,0.4001,0.579,0.788
891f2a66a17ffff,9,10,7,0.3673,0.5384,0.7434
891f2a66a1bffff,9,10,7,0.4289,0.6074,0.8024
891f2a66a23ffff,9,10,7,0.4471,0.6429,0.8351
891f2a66a27ffff,9,10,7,0.5239,0.7066,0.9081
891f2a66a2bffff,9,10,7,0.435,0.6161,0.813
891f2a66a2fffff,9,10,7,0.4774,0.6591,0.8456
891f2a66a33ffff,9,10,7,0.4664,0.6464,0.8409
891f2a66a37ffff,9,10,7,0.463,0.6383,0.8451
891f2a66a3bffff,9,10,7,0.4623,0.635,0.8307
891f2a66a43ffff,9,10,7,0.408,0.5909,0.7994
891f2a66a47ffff,9,10,7,0.4369,0.6221,0.8236
891f2a66a4bffff,9,10,7,0.4424,0.6096,0.8004
891f2a66a4fffff,9,10,7,0.3964,0.5883,0.7831
891f2a66a53ffff,9,10,7,0.3857,0.5721,0.784
891f2a66a57ffff,9,10,7,0.4289,0.601,0.8021
891f2a66a5bffff,9,10,7,0.4637,0.6541,0.8371
891f2a66a63ffff,9,10,7,0.461,0.6577,0.8574
891f2a66a67ffff,9,10,7,0.5129,0.6916,0.885
891f2a66a6bffff,9,10,7,0.4259,0.605,0.7967
891f2a66a6fffff,9,10,7,0.4094,0.5977,0.8116
891f2a66a73ffff,9,10,7,0.538,0.7246,0.9124
891f2a66a77ffff,9,10,7,0.519,0.6961,0.8984
891f2a66a7bffff,9,10,7,0.4767,0.6556,0.8436
891f2a66a83ffff,9,10,7,0.406,0.5779,0.7739
891f2a66a87ffff,9,10,7,0.3991,0.5744,0.7701
891f2a66a8bffff,9,10,7,0.4563,0.635,0.8313
891f2a66a8fffff,9,10,7,0.3989,0.5776,0.7771
891f2a66a93ffff,9,10,7,0.3717,0.558,0.7387
891f2a66a97ffff,9,10,7,0.371,0.5546,0.7514
891f2a66a9bffff,9,10,7,0.3921,0.5697,0.7661
891f2a66aa3ffff,9,10,7,0.3826,0.5751,0.7661
891f2a66aa7ffff,9,10,7,0.4703,0.6541,0.8367
891f2a66aabffff,9,10,7,0.486,0.6581,0.8516
891f2a66aafffff,9,10,7,0.5017,0.6696,0.869
891f2a66ab3ffff,9,10,7,0.3819,0.5624,0.7556
891f2a66ab7ffff,9,10,7,0.4204,0.605,0.8049
891f2a66abbffff,9,10,7,0.3259,0.508,0.7076
891f2a66ac3ffff,9,10,7,0.4356,0.6123,0.7949
891f2a66ac7ffff,9,10,7,0.3791,0.5613,0.7579
891f2a66acbffff,9,10,7,0.431,0.6109,0.8219
891f2a66acfffff,9,10,7,0.3567,0.5334,0.7317
891f2a66ad3ffff,9,10,7,0.4683,0.6357,0.8234
891f2a66ad7ffff,9,10,7,0.4581,0.6391,0.8494
891f2a66adbffff,9,10,7,0.4407,0.6134,0.8089
891f2a66b03ffff,9,10,7,0.4617,0.6363,0.845
891f2a66b07ffff,9,10,7,0.4166,0.6034,0.7929
891f2a66b0bffff,9,10,7,0.4066,0.594,0.7937
891f2a66b0fffff,9,10,7,0.3559,0.5427,0.7299
891f2a66b13ffff,9,10,7,0.523,0.7004,0.8854
891f2a66b17ffff,9,10,7,0.3353,0.514,0.7136
891f2a66b1bffff,9,10,7,0.462,0.6353,0.8303
891f2a66b23ffff,9,10,7,0.4874,0.6736,0.8771
891f2a66b27ffff,9,10,7,0.4211,0.597,0.7901
891f2a66b2bffff,9,10,7,0.4871,0.6653,0.8473
891f2a66b2fffff,9,10,7,0.5284,0.6986,0.8973
891f2a66b33ffff,9,10,7,0.4119,0.5893,0.7791
891f2a66b37ffff,9,10,7,0.4097,0.5897,0.7861
891f2a66b3bffff,9,10,7,0.433,0.6131,0.8117
891f2a66b43ffff,9,10,7,0.3414,0.5239,0.7197
891f2a66b47ffff,9,10,7,0.3784,0.5559,0.7577
891f2a66b4bffff,9,10,7,0.4724,0.6649,0.862
891f2a66b4fffff,9,10,7,0.3943,0.5719,0.761
891f2a66b53ffff,9,10,7,0.4397,0.6151,0.8149
891f2a66b57ffff,9,10,7,0.4171,0.5953,0.7946
891f2a66b5bffff,9,10,7,0.4576,0.6263,0.8294
891f2a66b63ffff,9,10,7,0.4413,0.6177,0.8237
891f2a66b67ffff,9,10,7,0.4556,0.643,0.8336
891f2a66b6bffff,9,10,7,0.4353,0.6191,0.8229
891f2a66b6fffff,9,10,7,0.5146,0.7067,0.9067
891f2a66b73ffff,9,10,7,0.4659,0.6423,0.8306
891f2a66b77ffff,9,10,7,0.3939,0.5767,0.7687
891f2a66b7bffff,9,10,7,0.4363,0.6239,0.8233
891f2a66b83ffff,9,10,7,0.2704,0.4456,0.6486
891f2a66b87ffff,9,10,7,0.1404,0.3164,0.5227
891f2a66b8bffff,9,10,7,0.4167,0.6,0.7924
891f2a66b8fffff,9,10,7,0.286,0.4734,0.672
891f2a66b93ffff,9,10,7,0.192,0.3704,0.557
891f2a66b97ffff,9,10,7,0.1101,0.2941,0.4956
891f2a66b9bffff,9,10,7,0.413,0.6157,0.8101
891f2a66ba3ffff,9,10,7,0.1937,0.342,0.5497
891f2a66ba7ffff,9,10,7,0.225,0.411,0.6219
891f2a66babffff,9,10,7,0.2794,0.454,0.6559
891f2a66bafffff,9,10,7,0.3364,0.5171,0.7253
891f2a66bb3ffff,9,10,7,0.0733,0.2476,0.4536
891f2a66bb7ffff,9,10,7,0.0827,0.252,0.4504
891f2a66bbbffff,9,10,7,0.1269,0.2956,0.494
891f2a66bc3ffff,9,10,7,0.393,0.5701,0.7726
891f2a66bc7ffff,9,10,7,0.449,0.6241,0.822
891f2a66bcbffff,9,10,7,0.4526,0.6291,0.8404
891f2a66bcfffff,9,10,7,0.4451,0.6266,0.8096
891f2a66bd3ffff,9,10,7,0.4206,0.5991,0.808
891f2a66bd7ffff,9,10,7,0.3859,0.5729,0.7816
891f2a66bdbffff,9,10,7,0.5103,0.6839,0.894
891f2a66c43ffff,9,10,6,0.4057,0.5783,0.775
891f2a66c47ffff,9,10,4,0.3632,0.5383,0.7403
891f2a66c4bffff,9,10,7,0.4806,0.6591,0.8463
891f2a66c4fffff,9,10,7,0.3794,0.5587,0.7517
891f2a66c53ffff,9,10,6,0.4337,0.6208,0.8167
891f2a66c5bffff,9,10,7,0.4236,0.6037,0.7977
891f2a66c63ffff,9,10,1,0.256,0.413,0.638
891f2a66c6bffff,9,10,7,0.2474,0.436,0.6416
891f2a66c6fffff,9,10,2,0.2705,0.465,0.683
891f2a66c7bffff,9,10,7,0.2866,0.4749,0.6741
891f2a66ccbffff,9,10,6,0.4462,0.6205,0.8207
891f2a66cdbffff,9,10,3,0.2687,0.4553,0.6343
891f2a66e03ffff,9,10,7,0.3594,0.5441,0.7521
891f2a66e07ffff,9,10,7,0.2653,0.445,0.6469
891f2a66e0bffff,9,10,7,0.4644,0.6514,0.8443
891f2a66e0fffff,9,10,7,0.4076,0.5783,0.7757
