hex_id,h3_resolution,acceptance_low,acceptance_medium,acceptance_high,data_status,method_version
870814a5bffffff,7,0.182,0.382,0.608,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814a5cffffff,7,0.126,0.278,0.5,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814a5dffffff,7,0.0,0.097,0.291,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814a5effffff,7,0.138,0.341,0.543,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814a60ffffff,7,0.171,0.359,0.535,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814a61ffffff,7,0.017,0.181,0.394,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814a62ffffff,7,0.102,0.278,0.5,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814a63ffffff,7,0.184,0.337,0.521,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814a64ffffff,7,0.208,0.376,0.568,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814a65ffffff,7,0.369,0.532,0.734,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814a66ffffff,7,0.034,0.217,0.396,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814a68ffffff,7,0.026,0.211,0.401,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814a69ffffff,7,0.179,0.342,0.517,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814a6affffff,7,0.169,0.376,0.584,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814a6bffffff,7,0.262,0.422,0.595,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814a6cffffff,7,0.108,0.262,0.466,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814a6dffffff,7,0.118,0.317,0.525,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814a6effffff,7,0.306,0.459,0.67,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814a70ffffff,7,0.065,0.225,0.397,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814a71ffffff,7,0.162,0.32,0.518,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814a72ffffff,7,0.181,0.351,0.533,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814a73ffffff,7,0.227,0.43,0.635,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814a74ffffff,7,0.321,0.472,0.702,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814a75ffffff,7,0.201,0.408,0.596,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814a76ffffff,7,0.0,0.081,0.3,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814a80ffffff,7,0.375,0.572,0.756,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814a81ffffff,7,0.079,0.236,0.409,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814a82ffffff,7,0.011,0.194,0.396,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814a83ffffff,7,0.348,0.503,0.728,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814a84ffffff,7,0.177,0.331,0.545,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814a85ffffff,7,0.245,0.413,0.641,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814a86ffffff,7,0.364,0.555,0.781,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814a88ffffff,7,0.074,0.252,0.449,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814a89ffffff,7,0.052,0.225,0.45,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814a8affffff,7,0.165,0.35,0.54,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814a8bffffff,7,0.243,0.444,0.66,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814a8cffffff,7,0.046,0.252,0.43,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814a8dffffff,7,0.222,0.373,0.6,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814a8effffff,7,0.203,0.368,0.588,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814a90ffffff,7,0.0,0.177,0.367,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814a91ffffff,7,0.094,0.264,0.478,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814a92ffffff,7,0.095,0.252,0.47,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814a93ffffff,7,0.09,0.274,0.481,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814a94ffffff,7,0.126,0.286,0.502,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814a95ffffff,7,0.351,0.545,0.754,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814a96ffffff,7,0.2,0.401,0.625,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814a98ffffff,7,0.082,0.27,0.495,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814a99ffffff,7,0.209,0.38,0.571,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814a9affffff,7,0.031,0.226,0.424,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814a9bffffff,7,0.275,0.435,0.617,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814a9cffffff,7,0.039,0.211,0.401,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814a9dffffff,7,0.0,0.092,0.287,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814a9effffff,7,0.132,0.334,0.532,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814aa0ffffff,7,0.075,0.262,0.47,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814aa1ffffff,7,0.144,0.313,0.504,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814aa2ffffff,7,0.243,0.414,0.607,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814aa3ffffff,7,0.151,0.361,0.57,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814aa4ffffff,7,0.092,0.265,0.453,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814aa5ffffff,7,0.15,0.309,0.522,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814aa6ffffff,7,0.197,0.386,0.603,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814aa8ffffff,7,0.181,0.34,0.549,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814aa9ffffff,7,0.263,0.454,0.647,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814aaaffffff,7,0.099,0.295,0.505,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814aabffffff,7,0.205,0.399,0.599,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814aacffffff,7,0.214,0.396,0.585,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814aadffffff,7,0.017,0.202,0.378,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814aaeffffff,7,0.157,0.344,0.52,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814ab0ffffff,7,0.226,0.431,0.621,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814ab1ffffff,7,0.237,0.412,0.634,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814ab2ffffff,7,0.09,0.261,0.439,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814ab3ffffff,7,0.059,0.264,0.471,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814ab4ffffff,7,0.126,0.336,0.544,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814ab5ffffff,7,0.0,0.137,0.353,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814ab6ffffff,7,0.284,0.456,0.68,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814ac0ffffff,7,0.059,0.262,0.475,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814ac1ffffff,7,0.343,0.527,0.708,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814ac2ffffff,7,0.206,0.415,0.641,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814ac3ffffff,7,0.162,0.314,0.485,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814ac4ffffff,7,0.251,0.422,0.626,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814ac5ffffff,7,0.218,0.415,0.636,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814ac6ffffff,7,0.397,0.576,0.792,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814ac8ffffff,7,0.083,0.291,0.468,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814ac9ffffff,7,0.225,0.377,0.556,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814acaffffff,7,0.034,0.232,0.417,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814acbffffff,7,0.276,0.444,0.629,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814accffffff,7,0.27,0.448,0.67,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814acdffffff,7,0.126,0.294,0.512,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814aceffffff,7,0.075,0.271,0.495,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814ad0ffffff,7,0.275,0.455,0.661,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814ad1ffffff,7,0.102,0.252,0.447,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814ad2ffffff,7,0.11,0.273,0.463,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814ad3ffffff,7,0.122,0.277,0.506,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814ad4ffffff,7,0.274,0.45,0.655,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814ad5ffffff,7,0.181,0.386,0.561,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814ad6ffffff,7,0.037,0.23,0.449,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814ad8ffffff,7,0.042,0.219,0.435,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814ad9ffffff,7,0.217,0.391,0.598,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814adaffffff,7,0.238,0.401,0.572,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814adbffffff,7,0.0,0.0,0.215,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814adcffffff,7,0.184,0.346,0.569,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814addffffff,7,0.175,0.356,0.546,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814adeffffff,7,0.154,0.324,0.549,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814ae0ffffff,7,0.205,0.376,0.556,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814ae1ffffff,7,0.147,0.348,0.575,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814ae2ffffff,7,0.318,0.492,0.696,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814ae3ffffff,7,0.114,0.267,0.491,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814ae4ffffff,7,0.146,0.343,0.546,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814ae5ffffff,7,0.285,0.471,0.687,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814ae6ffffff,7,0.243,0.424,0.648,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814ae8ffffff,7,0.39,0.563,0.733,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814ae9ffffff,7,0.075,0.265,0.441,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814aeaffffff,7,0.181,0.351,0.559,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814aebffffff,7,0.129,0.306,0.53,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814aecffffff,7,0.22,0.387,0.588,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814aedffffff,7,0.27,0.455,0.627,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814aeeffffff,7,0.012,0.211,0.436,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814af0ffffff,7,0.176,0.375,0.549,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814af1ffffff,7,0.214,0.38,0.568,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814af2ffffff,7,0.229,0.426,0.615,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814af3ffffff,7,0.303,0.455,0.684,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814af4ffffff,7,0.187,0.387,0.57,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814af5ffffff,7,0.03,0.2,0.411,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814af6ffffff,7,0.358,0.564,0.776,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814b00ffffff,7,0.138,0.339,0.521,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814b01ffffff,7,0.19,0.344,0.528,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814b02ffffff,7,0.34,0.503,0.706,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814b03ffffff,7,0.26,0.455,0.668,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814b04ffffff,7,0.284,0.436,0.608,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814b05ffffff,7,0.177,0.362,0.54,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814b06ffffff,7,0.414,0.608,0.8,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814b08ffffff,7,0.205,0.394,0.603,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814b09ffffff,7,0.122,0.31,0.491,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814b0affffff,7,0.085,0.293,0.48,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814b0bffffff,7,0.177,0.367,0.564,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814b0cffffff,7,0.236,0.387,0.573,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814b0dffffff,7,0.233,0.384,0.611,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814b0effffff,7,0.215,0.382,0.586,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814b10ffffff,7,0.388,0.567,0.791,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814b11ffffff,7,0.321,0.53,0.708,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814b12ffffff,7,0.179,0.386,0.615,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814b13ffffff,7,0.361,0.571,0.742,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814b14ffffff,7,0.324,0.494,0.72,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814b15ffffff,7,0.255,0.44,0.636,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814b16ffffff,7,0.424,0.59,0.765,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814b18ffffff,7,0.234,0.433,0.609,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814b19ffffff,7,0.227,0.418,0.596,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814b1affffff,7,0.171,0.36,0.564,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814b1bffffff,7,0.263,0.46,0.667,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814b1cffffff,7,0.198,0.359,0.535,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814b1dffffff,7,0.253,0.439,0.661,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814b1effffff,7,0.161,0.312,0.53,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814b23ffffff,7,0.291,0.462,0.652,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814b28ffffff,7,0.439,0.599,0.805,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814b29ffffff,7,0.376,0.554,0.737,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814b2affffff,7,0.128,0.332,0.538,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814b2bffffff,7,0.087,0.26,0.472,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814b2cffffff,7,0.4,0.562,0.757,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814b2dffffff,7,0.226,0.43,0.656,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814b2effffff,7,0.29,0.461,0.661,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814b33ffffff,7,0.322,0.474,0.674,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814b40ffffff,7,0.285,0.436,0.633,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814b41ffffff,7,0.083,0.236,0.414,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814b42ffffff,7,0.127,0.318,0.531,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814b43ffffff,7,0.126,0.282,0.489,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814b44ffffff,7,0.244,0.43,0.622,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814b45ffffff,7,0.129,0.286,0.49,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814b46ffffff,7,0.143,0.342,0.563,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814b48ffffff,7,0.21,0.375,0.586,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814b49ffffff,7,0.114,0.271,0.489,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814b4affffff,7,0.052,0.248,0.475,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814b4bffffff,7,0.065,0.215,0.408,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814b4cffffff,7,0.177,0.347,0.545,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814b4dffffff,7,0.114,0.277,0.495,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814b4effffff,7,0.052,0.24,0.428,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814b50ffffff,7,0.158,0.342,0.513,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814b51ffffff,7,0.091,0.288,0.481,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814b52ffffff,7,0.21,0.393,0.568,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814b53ffffff,7,0.08,0.261,0.474,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814b54ffffff,7,0.04,0.241,0.463,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814b55ffffff,7,0.126,0.28,0.463,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814b56ffffff,7,0.107,0.296,0.491,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814b58ffffff,7,0.251,0.402,0.59,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814b59ffffff,7,0.142,0.292,0.477,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814b5affffff,7,0.144,0.348,0.55,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814b5bffffff,7,0.0,0.127,0.346,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814b5cffffff,7,0.216,0.378,0.597,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814b5dffffff,7,0.255,0.463,0.693,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814b5effffff,7,0.183,0.364,0.538,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814b60ffffff,7,0.12,0.31,0.507,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814b61ffffff,7,0.138,0.314,0.49,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814b62ffffff,7,0.0,0.16,0.341,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814b63ffffff,7,0.454,0.618,0.812,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814b64ffffff,7,0.211,0.391,0.569,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814b65ffffff,7,0.063,0.256,0.47,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814b66ffffff,7,0.207,0.358,0.548,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814b68ffffff,7,0.118,0.289,0.489,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814b69ffffff,7,0.168,0.32,0.541,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814b6affffff,7,0.108,0.304,0.518,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814b6bffffff,7,0.259,0.446,0.673,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814b6cffffff,7,0.287,0.456,0.667,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814b6dffffff,7,0.245,0.401,0.592,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814b6effffff,7,0.09,0.279,0.503,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814b70ffffff,7,0.292,0.458,0.628,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814b71ffffff,7,0.084,0.261,0.438,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814b72ffffff,7,0.195,0.377,0.559,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814b73ffffff,7,0.188,0.385,0.58,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814b74ffffff,7,0.218,0.396,0.597,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814b75ffffff,7,0.127,0.286,0.466,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814b76ffffff,7,0.344,0.507,0.696,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814b80ffffff,7,0.31,0.471,0.695,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814b81ffffff,7,0.156,0.34,0.51,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814b82ffffff,7,0.284,0.445,0.664,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814b83ffffff,7,0.042,0.197,0.411,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814b84ffffff,7,0.31,0.503,0.715,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814b85ffffff,7,0.289,0.495,0.695,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814b86ffffff,7,0.149,0.312,0.516,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814b88ffffff,7,0.168,0.353,0.581,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814b89ffffff,7,0.264,0.439,0.665,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814b8affffff,7,0.1,0.271,0.489,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814b8bffffff,7,0.279,0.439,0.659,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814b8cffffff,7,0.138,0.321,0.501,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814b8dffffff,7,0.127,0.284,0.477,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814b8effffff,7,0.254,0.432,0.628,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814b90ffffff,7,0.266,0.43,0.63,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814b91ffffff,7,0.075,0.241,0.452,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814b92ffffff,7,0.046,0.243,0.448,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814b93ffffff,7,0.161,0.327,0.549,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814b94ffffff,7,0.166,0.373,0.569,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814b95ffffff,7,0.216,0.403,0.579,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814b96ffffff,7,0.15,0.35,0.529,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814b98ffffff,7,0.172,0.37,0.544,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814b99ffffff,7,0.114,0.305,0.492,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814b9affffff,7,0.165,0.325,0.518,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814b9bffffff,7,0.263,0.443,0.636,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814b9cffffff,7,0.085,0.255,0.443,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814b9dffffff,7,0.138,0.339,0.547,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814b9effffff,7,0.138,0.312,0.499,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814ba0ffffff,7,0.116,0.311,0.482,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814ba1ffffff,7,0.226,0.409,0.627,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814ba2ffffff,7,0.057,0.243,0.43,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814ba3ffffff,7,0.171,0.335,0.55,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814ba4ffffff,7,0.196,0.386,0.606,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814ba5ffffff,7,0.194,0.365,0.592,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814ba6ffffff,7,0.18,0.386,0.614,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814ba8ffffff,7,0.361,0.527,0.757,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814ba9ffffff,7,0.23,0.41,0.609,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814baaffffff,7,0.111,0.294,0.47,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814babffffff,7,0.148,0.356,0.538,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814bacffffff,7,0.058,0.246,0.448,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
